StudentID,Age,Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GPA,GradeClass
1374,18,1,3,2,14.1,11,0,3,0,0,0,1,2.33,3.0
1375,15,1,1,2,18.9,22,1,2,1,0,0,0,1.62,4.0
1376,18,0,0,1,8.2,8,1,1,1,0,0,0,2.2,3.0
1377,18,0,1,2,13.2,14,0,4,0,1,0,0,2.58,2.0
1378,15,0,1,0,9.3,1,0,1,1,0,0,0,3.0,2.0
1379,16,0,0,1,12.6,10,0,3,0,0,1,0,2.37,3.0
1380,15,0,0,2,9.0,10,1,3,1,0,0,0,2.83,2.0
1381,18,1,2,1,3.8,7,0,2,1,1,0,1,2.53,2.0
1382,16,1,0,4,10.2,22,0,1,1,0,0,0,1.04,4.0
1383,18,1,1,1,10.6,5,0,2,1,0,0,1,2.66,2.0
1384,15,1,0,1,16.2,20,0,3,0,0,0,0,1.6,4.0
1385,15,0,0,1,14.7,19,1,1,1,0,0,0,1.8,4.0
1386,18,0,0,2,13.3,6,0,3,0,0,0,0,2.66,2.0
1387,17,0,0,2,2.3,2,0,4,0,0,0,0,3.0,2.0
1388,17,0,0,2,14.4,7,0,4,0,0,1,0,2.98,2.0
1389,15,0,0,0,10.0,17,0,2,0,0,0,0,1.38,4.0
1390,15,1,2,0,17.9,16,0,3,1,0,0,1,1.85,4.0
1391,17,0,3,2,18.4,10,0,4,0,0,0,0,2.44,3.0
1392,17,1,2,3,1.1,1,0,2,1,0,0,0,2.86,2.0
1393,18,1,2,3,16.4,24,1,1,1,0,0,0,1.21,4.0
1394,18,1,0,0,0.8,20,0,1,1,1,0,0,0.9,4.0
1395,17,1,3,2,7.3,26,0,1,0,0,0,0,0.27,4.0
1396,18,0,0,3,10.8,23,0,3,0,0,1,0,0.67,4.0
1397,18,1,3,1,3.0,18,0,2,0,0,0,0,1.09,4.0
1398,16,1,3,3,14.9,6,0,3,0,0,0,0,2.81,2.0
1399,18,1,2,1,0.2,17,1,3,1,0,0,1,1.87,4.0
1400,15,0,3,3,3.4,7,0,3,1,1,0,0,3.04,1.0
1401,18,0,1,2,11.6,13,0,3,0,0,0,1,2.14,3.0
1402,18,0,0,3,14.3,6,0,0,1,0,1,0,3.04,1.0
1403,17,1,0,2,18.3,27,0,3,0,1,0,0,0.99,4.0
1404,15,1,1,1,14.1,20,0,2,0,0,0,0,1.23,4.0
1405,18,0,0,3,13.4,27,0,2,0,1,0,0,0.86,4.0
1406,18,1,1,1,7.9,26,0,0,0,0,0,0,0.12,4.0
1407,16,0,3,1,0.0,3,0,4,1,0,0,0,2.93,2.0
1408,18,0,0,2,2.4,16,0,4,1,0,0,0,2.05,3.0
1409,18,1,2,2,10.7,4,0,2,1,0,0,0,3.07,1.0
1410,16,1,3,3,13.5,11,0,2,0,1,0,0,2.44,3.0
1411,17,1,3,1,8.3,8,0,3,0,1,0,0,2.43,3.0
1412,18,1,3,2,14.6,25,0,1,0,0,0,0,0.78,4.0
1413,16,0,1,2,10.4,19,1,1,1,1,1,0,1.88,4.0
1414,15,0,3,0,1.5,12,0,3,0,0,0,0,1.6,4.0
1415,17,0,2,1,3.8,24,0,1,0,1,0,0,0.7,4.0
1416,15,0,0,1,16.8,27,0,2,1,1,0,0,0.76,4.0
1417,15,0,0,1,14.5,17,1,2,1,0,0,0,1.5,4.0
1418,16,1,2,4,17.9,19,1,2,1,0,0,0,1.53,4.0
1419,18,0,0,2,2.4,8,0,1,1,1,0,0,2.27,3.0
1420,16,0,1,2,19.8,3,0,2,0,0,0,0,3.4,1.0
1421,16,0,1,4,4.2,20,1,2,0,1,0,0,1.44,4.0
1422,16,1,0,1,0.2,26,0,2,0,0,1,0,0.34,4.0
1423,16,1,1,3,19.9,7,0,3,0,0,0,0,3.11,1.0
1424,17,1,2,2,5.6,0,1,4,0,0,1,0,3.77,0.0
1425,18,1,0,3,13.4,16,0,1,0,0,0,0,1.66,4.0
1426,15,0,0,1,3.5,24,0,3,1,0,0,1,1.05,4.0
1427,15,0,0,3,11.6,8,1,1,0,0,1,0,2.54,2.0
1428,18,1,0,1,18.1,19,0,2,0,0,0,1,1.4,4.0
1429,15,1,3,1,6.4,12,0,2,1,1,0,0,2.03,3.0
1430,18,0,0,2,13.4,1,0,2,0,0,0,0,3.27,1.0
1431,15,0,1,1,3.8,12,0,3,1,1,0,0,2.02,3.0
1432,16,1,0,2,12.5,8,0,2,1,0,0,0,2.4,3.0
1433,15,1,0,2,6.7,29,0,2,1,0,0,0,0.29,4.0
1434,18,1,2,2,4.2,19,0,3,0,1,1,0,1.55,4.0
1435,18,1,2,1,6.3,5,1,1,1,0,0,0,2.91,2.0
1436,18,0,0,0,3.6,27,0,1,0,1,0,0,0.25,4.0
1437,18,0,0,1,18.0,0,1,0,1,0,0,0,3.42,1.0
1438,18,0,0,2,7.9,27,1,1,0,0,0,0,0.58,4.0
1439,17,1,0,1,4.9,24,0,2,0,1,0,0,0.93,4.0
1440,17,1,1,1,9.0,4,0,2,1,0,1,0,2.68,2.0
1441,15,0,0,1,6.4,2,1,1,0,0,0,1,3.11,1.0
1442,18,0,0,0,14.9,3,0,0,1,0,0,1,2.78,2.0
1443,15,0,0,2,19.4,0,0,3,0,1,1,1,4.0,0.0
1444,18,0,3,3,8.8,13,0,3,1,1,1,0,2.33,3.0
1445,18,1,3,1,17.2,8,1,4,1,0,0,0,3.07,1.0
1446,17,0,0,2,11.3,29,0,4,0,1,0,0,0.87,4.0
1447,17,0,2,2,3.1,23,0,4,0,1,0,1,1.52,4.0
1448,16,0,0,2,13.8,3,0,3,1,1,1,1,3.29,1.0
1449,17,0,0,2,10.3,17,1,3,1,0,0,0,2.18,3.0
1450,16,0,2,2,13.0,13,0,1,0,0,0,0,1.85,4.0
1451,16,0,3,2,17.8,24,0,3,1,1,0,1,1.48,4.0
1452,16,0,3,0,8.8,3,0,0,0,0,0,0,2.88,2.0
1453,16,1,1,2,18.0,24,0,3,0,1,1,0,1.06,4.0
1454,16,1,0,2,15.0,9,0,2,0,0,0,1,2.57,2.0
1455,15,1,2,0,9.8,2,0,3,1,0,1,0,3.59,0.0
1456,17,1,0,1,12.1,22,0,0,1,1,0,1,1.3,4.0
1457,16,0,1,4,6.5,6,1,2,0,1,1,0,3.21,1.0
1458,18,1,0,2,19.7,9,0,2,0,0,0,0,2.54,2.0
1459,17,1,1,2,13.3,12,0,1,1,0,0,0,1.99,4.0
1460,17,0,0,3,0.9,3,1,2,0,1,1,0,3.0,1.0
1461,16,0,0,2,6.5,17,0,0,1,1,0,0,1.51,4.0
1462,15,1,3,2,12.5,10,0,2,0,0,0,1,2.17,3.0
1463,16,1,0,2,1.1,24,1,2,0,0,0,1,0.64,4.0
1464,15,0,1,3,0.5,3,0,3,0,1,0,0,2.75,2.0
1465,18,1,0,2,9.0,23,0,2,1,0,1,0,1.04,4.0
1466,17,0,0,2,6.7,13,0,2,1,1,0,0,2.26,3.0
1467,18,0,0,1,8.8,17,0,4,0,0,0,0,1.67,4.0
1468,15,0,0,4,5.3,7,0,2,0,0,0,0,2.5,3.0
1469,15,0,2,2,3.3,26,1,2,0,0,0,0,0.28,4.0
1470,18,1,0,0,13.8,9,0,2,1,0,0,0,2.64,2.0
1471,15,0,3,3,10.3,4,0,3,1,1,0,1,3.06,1.0
1472,18,0,1,2,4.0,22,0,2,1,1,0,0,1.36,4.0
1473,17,1,0,0,6.4,6,1,2,1,0,1,0,3.24,1.0
1474,18,0,1,2,11.8,11,1,3,1,1,0,0,2.57,2.0
1475,17,1,1,2,1.4,24,0,0,0,0,0,0,0.0,4.0
1476,18,1,2,3,2.9,2,1,3,0,1,0,1,3.14,1.0
1477,15,1,0,1,1.5,25,1,2,1,0,0,0,1.05,4.0
1478,18,0,0,3,16.2,3,0,2,0,0,0,1,2.87,2.0
1479,15,1,2,2,15.0,9,0,3,0,0,0,0,2.64,2.0
1480,18,1,3,0,15.1,3,0,1,0,0,0,0,2.67,2.0
1481,18,0,2,4,14.3,14,1,3,0,1,1,0,2.79,2.0
1482,16,1,0,2,13.4,28,1,4,0,0,0,1,1.19,4.0
1483,15,1,2,1,9.5,9,0,2,0,0,0,0,2.52,2.0
1484,16,1,0,2,12.8,20,0,4,0,0,1,0,1.6,4.0
1485,15,1,0,3,0.8,29,0,0,0,0,0,0,0.0,4.0
1486,16,1,0,1,12.4,21,1,3,0,0,1,0,1.6,4.0
1487,17,0,1,1,15.6,15,1,2,1,0,0,0,2.22,3.0
1488,18,1,0,1,10.0,14,0,2,0,0,0,1,1.62,4.0
1489,15,1,0,1,7.2,18,0,1,1,1,0,1,1.68,4.0
1490,15,0,2,2,5.5,28,0,2,1,0,0,0,0.21,4.0
1491,18,0,0,2,12.9,19,1,1,1,0,0,0,1.56,4.0
1492,15,0,0,1,13.9,18,0,4,1,1,0,0,2.15,3.0
1493,15,1,0,1,17.4,17,0,3,0,1,0,0,2.07,3.0
1494,16,0,3,1,6.8,25,1,1,0,1,0,0,0.57,4.0
1495,15,1,1,3,15.4,11,0,1,1,0,0,0,2.16,3.0
1496,17,1,0,1,11.2,24,1,3,0,0,1,0,1.29,4.0
1497,17,0,2,4,17.7,15,0,2,0,1,1,0,2.34,3.0
1498,18,0,2,2,10.6,0,0,1,0,0,0,0,2.92,2.0
1499,15,1,0,1,10.4,15,1,2,1,0,1,0,2.19,3.0
1500,18,0,1,3,11.6,1,0,2,0,0,0,0,3.07,1.0
1501,17,1,2,2,15.0,23,0,1,0,0,0,0,1.01,4.0
1502,15,0,1,2,19.3,14,0,3,1,1,0,0,2.12,3.0
1503,15,0,0,4,1.5,6,0,3,1,0,0,0,2.62,2.0
1504,18,0,2,0,1.1,27,0,0,0,1,1,0,0.42,4.0
1505,17,1,1,0,18.8,0,1,4,1,0,0,0,3.95,0.0
1506,15,0,0,2,10.6,4,1,2,0,1,0,0,3.02,1.0
1507,18,1,0,1,12.3,9,1,1,1,0,0,0,2.81,2.0
1508,17,1,0,1,9.6,21,0,1,0,0,0,0,0.77,4.0
1509,18,1,0,0,1.9,20,1,1,0,0,0,0,0.89,4.0
1510,16,1,2,0,15.4,3,1,2,1,1,0,0,3.67,0.0
1511,15,0,0,2,14.9,13,0,1,0,1,0,0,1.4,4.0
1512,16,1,0,1,6.2,12,0,2,0,0,0,1,1.42,4.0
1513,17,1,1,2,6.1,0,0,1,1,0,0,1,3.15,1.0
1514,16,0,0,2,16.8,15,1,3,0,1,0,1,2.35,3.0
1515,16,1,3,2,1.4,22,0,3,1,1,0,0,1.16,4.0
1516,17,0,0,0,17.6,8,1,2,0,0,0,0,2.65,2.0
1517,18,1,0,2,5.1,21,0,3,0,1,1,0,1.3,4.0
1518,16,0,0,0,11.9,15,1,4,1,0,0,0,2.64,2.0
1519,18,1,0,2,18.7,18,0,3,0,0,0,0,1.74,4.0
1520,16,0,0,3,13.6,14,0,2,0,0,0,0,2.02,3.0
1521,18,1,2,2,8.3,25,0,2,0,1,0,0,0.72,4.0
1522,17,1,3,2,13.8,13,0,3,1,0,0,0,2.27,3.0
1523,16,0,0,2,6.9,19,1,1,0,0,0,0,1.27,4.0
1524,17,0,1,1,5.5,9,1,2,0,1,0,0,2.62,2.0
1525,16,0,2,3,19.9,20,0,2,0,0,0,0,1.23,4.0
1526,17,0,2,3,15.0,11,0,3,0,1,0,1,2.5,3.0
1527,17,1,0,1,12.9,27,0,3,0,1,0,0,0.7,4.0
1528,16,1,0,2,7.1,0,0,2,1,1,1,0,3.86,0.0
1529,16,0,0,3,1.0,20,0,1,1,0,1,0,0.68,4.0
1530,16,1,2,4,0.6,16,1,4,0,0,0,0,1.89,4.0
1531,15,0,2,2,11.1,8,1,0,0,1,0,0,2.33,3.0
1532,18,0,0,2,15.2,22,0,0,1,0,1,0,0.88,4.0
1533,15,1,0,1,10.7,18,0,2,0,0,1,0,1.41,4.0
1534,15,1,3,4,16.8,24,0,3,0,1,1,1,1.66,4.0
1535,17,1,2,1,0.7,17,0,3,1,0,0,0,1.34,4.0
1536,16,1,3,2,7.3,27,0,4,1,1,0,0,0.66,4.0
1537,18,1,2,1,4.7,6,0,1,0,0,1,0,2.15,3.0
1538,17,1,0,1,8.9,8,0,2,0,0,1,0,2.44,3.0
1539,15,1,1,2,1.4,21,0,1,0,0,0,0,0.27,4.0
1540,16,0,1,4,19.1,25,0,3,0,0,1,0,1.32,4.0
1541,17,0,0,0,4.5,20,0,2,1,0,0,0,0.82,4.0
1542,16,0,1,2,18.4,11,0,0,0,1,0,0,2.06,3.0
1543,17,0,2,0,8.5,6,1,3,1,0,0,0,3.22,1.0
1544,16,0,0,1,19.7,13,1,2,0,0,0,0,2.24,3.0
1545,15,1,2,2,11.1,14,1,2,0,1,0,0,1.91,4.0
1546,18,0,1,2,18.6,14,0,3,0,0,1,0,2.24,3.0
1547,15,0,3,1,0.1,5,0,1,1,0,0,0,2.25,3.0
1548,18,0,0,1,15.0,20,0,1,1,1,1,0,1.89,4.0
1549,16,0,0,0,18.1,13,0,1,0,0,1,0,2.21,3.0
1550,17,0,1,1,2.8,1,1,2,0,1,0,0,3.34,1.0
1551,15,0,0,4,1.9,7,0,1,1,1,0,0,2.41,3.0
1552,18,0,2,3,8.5,12,0,3,0,1,0,0,2.16,3.0
1553,15,1,2,1,18.7,22,0,1,0,1,0,0,1.17,4.0
1554,18,1,0,2,10.8,5,0,4,0,0,0,0,2.58,2.0
1555,15,0,1,3,10.5,4,1,1,0,1,0,0,3.02,1.0
1556,18,1,1,0,2.8,4,0,1,1,1,0,1,2.58,2.0
1557,18,1,0,3,0.0,24,0,1,0,0,0,0,0.23,4.0
1558,16,1,3,3,16.2,0,0,3,1,0,0,0,3.65,0.0
1559,18,1,2,0,1.8,8,1,2,1,1,0,0,2.61,2.0
1560,16,0,1,1,12.7,5,0,3,1,0,1,0,3.37,1.0
1561,18,1,2,4,18.3,19,0,3,0,1,0,0,1.58,4.0
1562,17,1,0,2,4.2,25,0,4,0,0,1,0,0.78,4.0
1563,17,1,3,0,13.3,29,1,3,0,0,1,0,0.78,4.0
1564,17,0,1,1,1.6,6,0,0,0,0,1,0,2.33,3.0
1565,18,0,2,2,12.1,8,0,3,1,0,0,0,2.72,2.0
1566,16,0,2,2,3.3,4,1,4,1,0,0,0,3.24,1.0
1567,16,0,0,2,14.7,13,1,4,1,0,0,0,2.87,2.0
1568,18,0,2,4,6.0,4,0,1,0,0,0,0,2.33,3.0
1569,17,0,0,1,9.3,7,1,3,0,1,1,0,3.3,1.0
1570,17,0,0,2,12.0,6,0,1,0,0,0,0,2.49,3.0
1571,16,1,0,2,3.4,12,1,1,1,1,1,0,2.6,2.0
1572,17,1,3,2,14.8,12,0,3,0,0,0,0,2.12,3.0
1573,15,1,2,1,6.1,7,0,4,0,0,0,0,2.52,2.0
1574,16,0,2,4,13.2,10,1,2,0,0,0,0,2.48,3.0
1575,17,0,2,3,3.2,27,1,3,1,0,0,0,0.78,4.0
1576,16,0,1,2,13.8,25,0,0,1,0,0,0,0.77,4.0
1577,15,0,3,2,2.6,17,1,0,1,0,0,0,1.28,4.0
1578,16,0,0,1,8.5,24,0,2,1,0,0,0,0.64,4.0
1579,16,1,0,2,4.9,18,1,2,0,0,0,0,1.67,4.0
1580,16,1,0,2,15.0,5,0,3,0,0,0,0,3.28,1.0
1581,16,0,2,2,5.2,21,0,2,0,1,0,0,0.74,4.0
1582,15,0,2,4,17.6,1,0,2,0,0,0,1,3.33,1.0
1583,18,0,0,2,17.8,27,0,2,1,1,0,1,1.18,4.0
1584,16,0,0,1,3.9,12,0,1,0,0,0,0,1.62,4.0
1585,16,1,2,2,12.3,22,0,4,0,0,0,0,1.58,4.0
1586,17,0,0,1,1.8,24,0,2,0,0,0,0,0.18,4.0
1587,16,0,2,1,7.8,27,1,2,0,0,0,0,0.47,4.0
1588,17,0,3,1,14.3,25,0,3,1,1,0,0,1.3,4.0
1589,18,0,0,2,13.2,10,0,2,0,0,0,1,2.38,3.0
1590,15,1,0,2,12.5,0,0,3,0,0,0,0,3.57,0.0
1591,15,0,2,2,5.7,23,0,1,0,0,0,0,0.28,4.0
1592,18,0,2,2,7.6,1,0,1,0,0,0,0,2.42,3.0
1593,15,1,1,2,2.1,29,0,4,0,1,0,1,0.62,4.0
1594,18,1,3,1,14.4,16,0,3,0,0,0,0,1.8,4.0
1595,18,1,0,3,10.1,7,0,2,1,0,0,0,2.64,2.0
1596,18,0,1,1,14.2,1,0,3,0,0,0,1,3.44,1.0
1597,15,0,2,1,5.0,5,0,4,0,0,1,1,2.74,2.0
1598,17,1,2,2,6.5,21,1,1,1,0,0,1,1.15,4.0
1599,18,1,0,1,6.7,4,0,0,0,0,0,0,2.41,3.0
1600,16,1,2,0,0.5,15,1,2,0,0,1,0,1.53,4.0
1601,15,1,1,2,6.8,7,0,1,1,1,0,0,2.45,3.0
1602,18,1,0,2,16.1,18,1,1,1,0,1,0,1.95,4.0
1603,18,1,0,2,17.9,15,0,3,1,0,0,0,2.29,3.0
1604,16,0,2,4,10.4,12,0,0,0,0,1,0,1.47,4.0
1605,17,0,0,2,9.1,25,1,3,0,0,0,1,1.11,4.0
1606,17,0,0,3,0.6,19,0,2,0,1,0,1,1.21,4.0
1607,17,1,0,1,17.6,6,0,2,0,0,0,0,2.56,2.0
1608,18,1,2,2,0.3,15,0,3,1,1,1,0,2.46,3.0
1609,18,1,1,3,18.9,22,1,2,0,0,0,0,1.23,4.0
1610,18,1,2,2,9.8,15,0,1,0,0,0,1,1.59,4.0
1611,15,1,0,2,6.8,28,0,1,1,0,0,0,0.31,4.0
1612,16,1,1,1,18.5,11,1,3,1,0,0,0,2.77,2.0
1613,18,0,1,0,0.5,13,0,1,1,0,0,0,1.58,4.0
1614,16,0,2,2,11.6,23,1,0,1,0,0,1,1.11,4.0
1615,16,1,3,1,11.0,17,0,4,0,0,0,0,2.3,3.0
1616,17,0,0,3,4.4,26,1,4,1,1,0,0,0.99,4.0
1617,15,1,1,1,8.6,27,0,2,0,1,1,1,0.17,4.0
1618,18,0,0,4,13.0,17,0,0,0,0,0,0,0.99,4.0
1619,17,1,1,4,14.5,15,0,3,1,0,1,0,2.23,3.0
1620,17,1,0,1,0.0,19,0,3,1,0,0,0,1.38,4.0
1621,18,0,0,1,18.7,15,0,1,1,1,0,0,2.13,3.0
1622,16,0,0,3,3.3,12,0,1,1,0,1,0,1.87,4.0
1623,17,1,1,4,4.7,25,0,3,1,0,1,0,1.25,4.0
1624,16,1,0,2,5.3,28,0,4,0,0,0,0,0.3,4.0
1625,15,0,2,1,0.8,8,0,3,1,0,0,1,2.71,2.0
1626,16,0,0,2,2.5,25,0,1,1,1,1,0,0.9,4.0
1627,15,1,0,2,19.7,27,0,2,1,1,0,0,1.39,4.0
1628,16,0,2,1,6.3,8,0,3,0,0,0,0,2.15,3.0
1629,17,1,0,2,2.3,12,0,1,0,0,0,0,1.45,4.0
1630,17,1,0,0,2.1,28,0,1,1,0,1,0,0.0,4.0
1631,15,1,1,0,14.4,3,1,1,0,0,0,0,3.09,1.0
1632,18,1,0,1,17.1,8,0,2,0,0,0,0,2.58,2.0
1633,15,0,0,1,5.1,14,0,2,0,0,0,0,1.96,4.0
1634,15,0,0,1,0.4,13,0,3,0,1,0,0,1.88,4.0
1635,16,0,3,2,4.5,18,1,3,1,1,0,0,1.63,4.0
1636,16,0,1,1,1.1,11,0,4,0,0,1,0,2.37,3.0
1637,15,0,1,1,2.1,20,1,3,1,0,0,0,1.28,4.0
1638,17,0,1,1,8.6,25,0,1,0,0,0,1,0.16,4.0
1639,16,0,0,4,4.6,24,1,2,0,1,1,1,1.28,4.0
1640,18,1,0,2,10.3,5,0,2,0,1,0,0,2.66,2.0
1641,16,0,2,2,5.1,2,0,0,1,0,1,0,2.68,2.0
1642,16,0,0,2,18.8,25,0,4,0,1,0,0,1.64,4.0
1643,18,1,0,4,18.1,24,1,0,1,1,0,0,1.4,4.0
1644,15,0,0,1,11.3,21,1,2,1,0,0,0,1.61,4.0
1645,18,0,0,2,7.1,19,0,2,1,0,1,0,1.19,4.0
1646,15,1,3,2,7.6,15,0,2,1,0,1,0,2.02,3.0
1647,15,0,0,2,8.2,29,0,3,0,0,0,1,0.24,4.0
1648,15,0,1,0,14.6,19,0,2,0,0,0,0,1.25,4.0
1649,18,0,0,2,9.0,23,0,1,0,0,1,0,0.85,4.0
1650,15,1,3,0,17.1,22,0,1,0,0,0,0,0.97,4.0
1651,17,0,0,2,18.9,16,1,4,1,1,0,0,2.42,3.0
1652,18,0,0,2,6.7,15,0,1,1,0,0,0,1.74,4.0
1653,17,1,2,1,11.2,5,0,1,0,0,1,0,2.85,2.0
1654,15,0,2,3,1.9,7,0,2,0,0,0,0,2.04,3.0
1655,16,1,0,0,4.0,18,1,1,1,0,0,0,1.54,4.0
1656,15,1,0,3,8.3,29,1,2,0,0,1,0,0.73,4.0
1657,17,0,0,2,4.1,24,0,3,1,0,0,0,0.5,4.0
1658,17,1,0,1,17.5,25,1,3,0,0,0,0,1.12,4.0
1659,18,1,0,1,3.2,1,1,3,0,1,0,0,2.96,2.0
1660,16,0,0,4,9.1,13,0,1,1,1,1,0,2.3,3.0
1661,18,1,0,0,12.1,21,0,2,0,1,0,0,1.35,4.0
1662,17,1,0,1,13.8,11,1,0,1,0,0,0,2.13,3.0
1663,15,0,1,1,7.7,16,0,0,1,0,0,1,1.3,4.0
1664,16,0,3,2,17.4,27,0,2,1,0,0,0,0.75,4.0
1665,15,0,1,2,11.4,26,0,1,1,1,1,0,0.53,4.0
1666,15,1,0,1,8.8,14,0,3,0,0,0,0,2.07,3.0
1667,16,0,0,1,1.3,17,1,3,1,1,0,0,1.99,4.0
1668,18,1,3,1,9.3,15,0,3,1,0,0,1,1.9,4.0
1669,15,1,0,1,16.4,12,0,3,1,1,0,0,2.61,2.0
1670,17,1,0,2,12.3,20,1,0,1,1,1,0,1.81,4.0
1671,15,1,1,2,16.6,16,0,2,1,0,0,0,1.58,4.0
1672,16,1,1,1,9.9,7,0,1,0,1,0,0,2.27,3.0
1673,16,1,1,1,2.4,0,1,2,1,0,0,0,3.36,1.0
1674,16,1,0,1,0.3,28,0,1,1,1,0,0,0.48,4.0
1675,18,0,0,4,6.1,24,0,0,1,1,0,0,0.2,4.0
1676,15,0,3,4,14.0,25,0,2,0,1,1,1,1.27,4.0
1677,18,1,0,3,15.8,26,0,3,1,0,0,0,0.88,4.0
1678,18,1,1,1,5.9,2,1,3,0,0,0,0,3.12,1.0
1679,16,0,2,0,9.9,15,0,2,0,1,0,1,1.8,4.0
1680,16,1,1,1,8.4,27,0,2,1,1,1,0,0.68,4.0
1681,18,0,0,1,8.2,1,0,2,1,0,0,1,2.9,2.0
1682,15,0,0,2,4.6,14,0,3,0,0,0,1,1.73,4.0
1683,17,0,1,2,2.7,0,1,0,1,0,1,0,3.56,0.0
1684,18,1,2,3,3.9,8,1,3,0,1,0,0,2.53,2.0
1685,15,1,3,3,1.1,15,1,2,0,1,0,0,1.59,4.0
1686,16,0,0,1,4.0,3,0,1,0,0,1,1,2.37,3.0
1687,16,0,0,2,0.2,11,1,0,1,0,0,0,1.81,4.0
1688,15,0,3,1,12.5,0,0,1,0,0,0,0,2.83,2.0
1689,17,0,2,0,6.3,0,1,2,0,0,0,1,3.05,1.0
1690,16,0,2,2,19.5,6,1,3,1,1,0,0,3.63,0.0
1691,16,1,0,0,3.9,17,0,2,0,0,0,1,0.93,4.0
1692,16,0,1,2,6.9,22,0,2,1,0,0,0,1.33,4.0
1693,15,1,2,1,7.2,27,0,4,1,1,0,1,0.78,4.0
1694,18,0,1,2,0.2,22,0,1,1,0,0,0,0.88,4.0
1695,16,1,0,2,16.8,14,1,1,0,0,0,0,2.4,3.0
1696,18,1,0,1,0.6,25,0,2,0,1,0,0,0.76,4.0
1697,17,1,1,3,18.8,29,0,3,1,0,0,0,1.03,4.0
1698,16,1,0,1,17.8,24,0,3,0,1,0,0,1.44,4.0
1699,16,1,0,2,10.7,12,1,2,0,0,0,0,2.21,3.0
1700,17,1,3,2,10.9,15,0,4,0,1,1,0,2.51,2.0
1701,16,0,0,2,13.1,6,0,3,0,0,0,0,2.69,2.0
1702,18,1,2,4,7.7,15,0,0,1,0,0,0,1.61,4.0
1703,15,0,0,1,12.9,12,0,3,1,0,1,1,2.71,2.0
1704,18,1,1,2,0.9,13,0,0,0,1,0,0,1.53,4.0
1705,15,1,3,2,1.1,16,1,3,0,1,0,0,1.78,4.0
1706,15,0,0,3,9.1,11,0,1,1,0,0,0,2.12,3.0
1707,18,1,0,1,11.0,28,0,3,0,0,0,0,0.41,4.0
1708,18,0,0,2,17.8,23,0,2,1,0,0,0,1.12,4.0
1709,18,0,0,2,2.1,23,0,3,0,0,0,0,0.87,4.0
1710,18,0,2,1,16.5,19,0,2,1,1,0,0,1.82,4.0
1711,17,0,3,2,4.2,12,0,3,1,0,0,0,2.23,3.0
1712,16,1,0,1,7.9,23,0,1,0,1,1,0,0.97,4.0
1713,15,1,0,2,6.3,19,0,4,0,1,0,0,1.69,4.0
1714,18,0,0,3,8.0,14,0,3,0,0,0,0,2.07,3.0
1715,18,1,2,2,3.0,23,1,1,1,1,0,0,1.06,4.0
1716,18,1,0,2,10.1,20,0,4,0,0,0,0,1.32,4.0
1717,17,0,1,2,16.0,3,1,2,1,0,0,1,3.52,0.0
1718,18,1,1,0,8.8,21,1,3,0,1,0,1,1.05,4.0
1719,18,0,1,1,9.8,1,0,3,1,0,0,0,3.49,1.0
1720,18,0,0,2,17.0,27,1,0,1,0,0,1,0.59,4.0
1721,16,1,2,1,14.1,17,0,4,0,1,0,0,2.36,3.0
1722,17,1,0,1,9.8,1,0,2,0,0,0,0,3.15,1.0
1723,18,1,0,2,5.2,24,0,1,0,0,0,0,0.59,4.0
1724,15,0,2,1,17.7,14,0,3,1,1,0,1,2.67,2.0
1725,15,0,2,1,11.5,29,0,3,0,0,0,0,0.3,4.0
1726,15,1,0,2,4.4,25,0,0,0,1,0,0,0.28,4.0
1727,17,1,0,1,5.4,18,0,1,1,0,0,0,0.87,4.0
1728,17,1,0,3,16.1,14,0,3,0,0,0,0,2.33,3.0
1729,15,1,0,3,0.9,25,0,0,1,1,1,0,0.32,4.0
1730,18,0,0,2,19.8,19,0,4,0,0,0,0,1.79,4.0
1731,17,1,0,1,2.6,9,0,3,0,1,0,0,2.57,2.0
1732,15,0,0,2,15.9,27,0,2,0,1,0,0,1.08,4.0
1733,15,0,2,3,7.9,23,0,2,1,1,0,1,1.09,4.0
1734,18,1,1,2,9.8,19,0,2,0,0,1,1,1.0,4.0
1735,16,1,1,1,17.6,10,1,2,1,0,0,0,2.82,2.0
1736,17,1,0,2,8.3,25,1,3,0,1,1,1,1.36,4.0
1737,18,0,3,3,10.7,9,0,4,0,0,0,1,2.61,2.0
1738,15,1,2,2,1.0,28,1,2,1,0,1,0,0.57,4.0
1739,15,1,2,2,0.0,22,0,2,0,0,0,1,0.57,4.0
1740,18,0,2,2,4.9,4,0,1,0,0,0,0,2.26,3.0
1741,17,1,3,2,13.6,8,1,3,0,0,0,0,2.84,2.0
1742,16,0,1,0,2.4,19,0,3,1,1,0,0,1.68,4.0
1743,16,1,0,2,2.3,18,1,3,1,0,0,0,1.72,4.0
1744,15,0,1,0,8.2,12,0,0,0,0,0,0,1.54,4.0
1745,17,1,2,2,13.0,17,0,3,0,1,0,0,2.06,3.0
1746,16,1,2,1,14.2,16,0,2,1,0,0,0,1.88,4.0
1747,17,0,1,2,3.6,26,0,3,1,1,0,1,0.86,4.0
1748,17,0,0,1,1.6,5,0,3,0,0,0,0,2.51,2.0
1749,15,1,0,2,18.8,9,0,3,1,1,0,1,2.77,2.0
